2.419343385,-2.099892309,2.875509234,4.739944289,-6.689006474,10.3490852,-12.73891536,6.413138621,-0.577457444,-4.680488685,4.17405375,-5.946643147
2.286984206,-4.90734954,-1.129505208,2.713912021,-10.9521398,6.361657821,-9.913077375,4.68502312,-2.791460256,-2.026998387,6.082869664,-4.8145108
9.985760003,-8.976570322,6.122981616,8.83298204,-7.740966474,14.27208206,-6.838789782,8.255204942,1.913148239,-4.204403972,3.748035892,-5.382515907
7.549769813,-4.374661944,11.80565554,-0.895732853,6.122939924,2.185416525,-5.053557617,3.999358608,-7.92804629,10.46621475,-9.026239892,1.166637041
14.15049555,-6.111149167,2.572498178,6.868033168,-9.94852374,15.24884062,-9.482123375,-0.052271143,1.781102667,-3.811021255,1.619117977,-3.637455927
2.894264854,-2.64964226,2.208246668,5.282577462,-7.497973756,11.80191575,-9.901516294,3.632565292,-0.473799954,-1.83283668,5.048368894,-3.717765483
6.793244315,-9.525614204,2.866154648,9.553371599,-7.350891181,9.678304327,-12.86596616,2.128109269,1.810236408,-3.342538752,6.94625318,-2.801749918
7.883104108,-5.733750387,-1.929309064,10.53394592,-6.802570472,9.464656694,-11.13960311,2.954257811,3.882096229,-2.196871153,3.551975922,-2.493312168
-4.222358612,-0.848943318,0.86737787,1.456719753,3.055454598,2.638816581,-8.617596304,7.723480232,-7.16071836,5.695508298,-3.598921245,0.390674441
6.95643204,-6.417531136,7.463313559,8.572788658,-6.798960738,9.83744648,-12.15169479,3.327673474,0.062097445,-1.523553876,5.012980427,-6.635311021
11.9577639,-6.774199281,-1.317826199,11.19043618,-8.474790396,13.39176282,-7.793662819,0.736488641,0.192353036,-10.03668863,3.169703304,-2.255794083
3.73760041,-4.235070528,3.005005577,12.64434501,-4.022658525,10.38864496,-11.4427651,7.087866693,4.086640457,-5.45287636,4.11611762,-2.884725539
4.10042557,-5.955527476,4.930803112,10.01550811,-5.519942968,11.82453167,-10.73964711,3.6143456,-0.454633376,-4.408751575,5.142857365,-2.857503568
0.906846048,1.369896791,-1.775439056,8.23509674,-5.219311478,12.4140688,-7.739050122,6.459635324,-0.314050383,-1.226397369,2.3118291,-4.506858667
4.240615386,-0.094447143,-1.364827182,4.950463994,-6.543753546,9.743853929,-12.28601243,4.815465535,-0.127633603,-1.968142527,4.127581587,-7.771468486
7.018886056,-2.597246292,1.883076298,6.000780719,-6.047508736,12.57361232,-10.78558823,4.497040612,0.589480368,-2.021052745,2.64661345,-4.738374453
